path,exposure_seconds,method,source
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5148.txt,0.05,exposure_val_secs,"-Exposure
0.05 sec (1/20)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif20466.txt,0.067,exposure_val_secs,"-Exposure
0.067 sec (1/15)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif7374.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8521.txt,0.067,exposure_val_secs,"-Exposure
0.067 sec (1/15)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12436.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif9191.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/75)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19501.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif634.txt,0.4,exposure_val_secs,"-Exposure
0.4 sec (2/5)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22394.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22378.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5621.txt,1.0,exposure_val_secs,"-Exposure
1 sec (1)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif11406.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif11399.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif3501.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15910.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15196.txt,0.125,exposure_val_secs,"-Exposure
0.125 sec (1/8)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif809.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23787.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif14201.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif7646.txt,0.077,exposure_val_secs,"-Exposure
0.077 sec (1/13)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5652.txt,0.769,exposure_val_secs,"-Exposure
0.769 sec (10/13)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif3216.txt,0.00025,exposure_val_fracsecs,"-Exposure
1/4000 sec"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12072.txt,0.8,exposure_val_secs,"-Exposure
0.8 sec (4/5)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif9661.txt,0.02,exposure_val_secs,"-Exposure
0.02 sec (1/50)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6746.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif3621.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15618.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/350)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif9619.txt,6.0,exposure_val_secs,"-Exposure
6 sec (6)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif20707.txt,0.009,exposure_val_secs,"-Exposure
0.009 sec (1/110)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif1462.txt,0.333,exposure_val_secs,"-Exposure
0.333 sec (1/3)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2369.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/180)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif1449.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4603.txt,0.25,exposure_val_secs,"-Exposure
0.25 sec (1/4)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15182.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22951.txt,0.0025014841041597065,shutter_apex_frac,"-Shutter Speed
8643/1000"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13843.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22508.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5632.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (8589935/1073741824)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif11263.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18287.txt,0.256,exposure_val_secs,"-Exposure
0.256 sec (10/39)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8664.txt,0.2,exposure_val_secs,"-Exposure
0.2 sec (1/5)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21021.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif9537.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12062.txt,0.25,exposure_val_secs,"-Exposure
0.25 sec (1/4)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21496.txt,0.02,exposure_val_secs,"-Exposure
0.02 sec (1/50)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12851.txt,0.6,exposure_val_secs,"-Exposure
0.6 sec (3/5)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif14613.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif1246.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21715.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/800)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif958.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (3/1000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8323.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (3/5000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19284.txt,0.012,exposure_val_secs,"-Exposure
0.012 sec (5/404)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4571.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6130.txt,5.0,exposure_val_secs,"-Exposure
5 sec (5)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15267.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12728.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif17811.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24629.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif7709.txt,0.1,exposure_val_secs,"-Exposure
0.1 sec (1/10)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif20260.txt,0.8,exposure_val_secs,"-Exposure
0.8 sec (4/5)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif1323.txt,0.031,exposure_val_secs,"-Exposure
0.031 sec (1/32)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18263.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22681.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21200.txt,0.02,exposure_val_secs,"-Exposure
0.02 sec (1/50)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19019.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21219.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24060.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12642.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18563.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10960.txt,0.025,exposure_val_secs,"-Exposure
0.025 sec (1/40)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13075.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23644.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13936.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif17490.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16914.txt,0.093,exposure_val_secs,"-Exposure
0.093 sec (10/107)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12960.txt,0.1,exposure_val_secs,"-Exposure
0.1 sec (1/10)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif17690.txt,0.014,exposure_val_secs,"-Exposure
0.014 sec (1/70)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5112.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2470.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15331.txt,0.05,exposure_val_secs,"-Exposure
0.05 sec (1/20)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif11727.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22320.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15035.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6970.txt,0.033,exposure_val_secs,"-Exposure
0.033 sec (1/30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23960.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16942.txt,0.125,exposure_val_secs,"-Exposure
0.125 sec (1/8)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif237.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1600)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19089.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4441.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15905.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4070.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16492.txt,0.02,exposure_val_secs,"-Exposure
0.02 sec (1/50)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13753.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19372.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6408.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18851.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (100/29411)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif14576.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/800)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif168.txt,0.05,exposure_val_secs,"-Exposure
0.05 sec (1/20)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16392.txt,0.077,exposure_val_secs,"-Exposure
0.077 sec (1/13)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6276.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21229.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13326.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif7236.txt,30.0,exposure_val_secs,"-Exposure
30 sec (30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24048.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23067.txt,0.0024038461482332983,shutter_apex_frac,"-Shutter Speed
47487/5458"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24816.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif60.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10573.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16314.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16855.txt,0.25,exposure_val_secs,"-Exposure
0.25 sec (1/4)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8398.txt,1.3,exposure_val_secs,"-Exposure
1.3 sec (13/10)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif14978.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10501.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24382.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4991.txt,0.125,exposure_val_secs,"-Exposure
0.125 sec (1/8)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6487.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10887.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15056.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif3816.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/2000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif11286.txt,0.04,exposure_val_secs,"-Exposure
0.04 sec (1/25)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif17841.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10950.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24300.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (67/25000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif9700.txt,0.077,exposure_val_secs,"-Exposure
0.077 sec (1/13)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8615.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8954.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif9476.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15155.txt,0.05440941020600775,shutter_apex_frac,"-Shutter Speed
420/100"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23667.txt,0.0003125,exposure_val_fracsecs,"-Exposure
1/3200 sec"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19469.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21123.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10506.txt,0.2,exposure_val_secs,"-Exposure
0.2 sec (1/5)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24174.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5043.txt,3.0,exposure_val_secs,"-Exposure
3 sec (3)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13062.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24388.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2542.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22248.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15877.txt,0.005,exposure_val_secs,"-Exposure
0.005 sec (1/200)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif18463.txt,1.3,exposure_val_secs,"-Exposure
1.3 sec (13/10)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15706.txt,0.8,exposure_val_secs,"-Exposure
0.8 sec (4/5)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16401.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif11164.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif16641.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10926.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif17839.txt,0.067,exposure_val_secs,"-Exposure
0.067 sec (1/15)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif14896.txt,1.0,exposure_val_secs,"-Exposure
1 sec (1)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13200.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6796.txt,0.118,exposure_val_secs,"-Exposure
0.118 sec (2/17)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10086.txt,0.04,exposure_val_secs,"-Exposure
0.04 sec (1/25)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13937.txt,3.0,exposure_val_secs,"-Exposure
3 sec (3)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif15528.txt,0.2,exposure_val_secs,"-Exposure
0.2 sec (1/5)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2114.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif233.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4299.txt,0.004,exposure_val_secs,"-Exposure
0.004 sec (1/250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6275.txt,0.00015625,exposure_val_fracsecs,"-Exposure
1/6400 sec"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif20407.txt,0.04,exposure_val_secs,"-Exposure
0.04 sec (1/25)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24101.txt,0.125,exposure_val_secs,"-Exposure
0.125 sec (1/8)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5070.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2619.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6598.txt,20.0,exposure_val_secs,"-Exposure
20 sec (20)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif2397.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4473.txt,0.02,exposure_val_secs,"-Exposure
0.02 sec (1/50)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8101.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif10959.txt,0.083,exposure_val_secs,"-Exposure
0.083 sec (33/400)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif3482.txt,0.007,exposure_val_secs,"-Exposure
0.007 sec (1/150)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23633.txt,0.25,exposure_val_secs,"-Exposure
0.25 sec (1/4)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif12878.txt,0.017,exposure_val_secs,"-Exposure
0.017 sec (1/60)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif13101.txt,0.011,exposure_val_secs,"-Exposure
0.011 sec (1/90)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23708.txt,0.05,exposure_val_secs,"-Exposure
0.05 sec (1/20)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif883.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1250)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif6777.txt,0.008,exposure_val_secs,"-Exposure
0.008 sec (1/125)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22651.txt,0.013,exposure_val_secs,"-Exposure
0.013 sec (1/80)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif778.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/160)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif7824.txt,0.006,exposure_val_secs,"-Exposure
0.006 sec (1/180)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif5312.txt,0.077,exposure_val_secs,"-Exposure
0.077 sec (1/13)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif23033.txt,0.002,exposure_val_secs,"-Exposure
0.002 sec (1/500)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif22431.txt,0.01,exposure_val_secs,"-Exposure
0.01 sec (1/100)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif21867.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/1000)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif24542.txt,0.001,exposure_val_secs,"-Exposure
0.001 sec (1/800)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif19399.txt,0.033,exposure_val_secs,"-Exposure
0.033 sec (1/30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif8991.txt,30.0,exposure_val_secs,"-Exposure
30 sec (30)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif3089.txt,0.003,exposure_val_secs,"-Exposure
0.003 sec (1/320)"
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/meta/exif/exif4956.txt,0.04,exposure_val_secs,"-Exposure
0.04 sec (1/25)"
